code,title
T19.8,"Corp strain in alte parti si multiple ale tractului genito-urinar Corp strain in tractul genito-urinar, parte nespecificata Arsuri (T20-T31) Include: arsuri (termale) provocate de: - aparate electrice de incalzire - electricitate - flacara - frictiune - aer fierbinte si gaze fierbinti - obiecte fierbinti - fulger arsuri chimice [coroziuni] (externe) (interne) arsuri prin iradiatii oparire Exclude: eritemul [dermatita] datorit(a) focului alte tulburari specificate legate de iradiatii ale pielii si tesutului subcutanat (L55-L59) arsurile de soare (L55.-) Arsuri ale suprafetei externe a corpului, specificate dupa localizare (T20-T25) /UIdown 1911"
T20,"Arsura a capului si gatului externe a corpului, specificate dupa localizare Include: urechea [orice parte] ochiul cu alte parti ale fetei, capului si gatului buza nasul (septul) scalpul [orice parte] regiunea temporala Exclude: arsura: - ochiului si anexelor (T26.-) - gurii si faringelui (T28.-)"
T20.0,Arsura a capului si gatului cu adancime nespecificata Eritem al capului si gatului
T20.2,"Arsura a capului si gatului cu adancime partiala [flictene, pierdere epidermala] Arsura a capului si gatului cu adancime completa [atingerea tuturor straturilor pielii] Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 436"
T21,"Arsura a trunchiului Urmatoarea subdiviziune cu cinci caractere este pentru a fi folosita cu categoria T21: /circlestar 0 Trunchi, localizare nespecificata /circlestar 1 San /circlestar 2 Perete toracic, excluzand sanul si mamelonul toracic [extern] /circlestar 3 Perete abdominal Flanc Vintre /circlestar 4 Spate [orice parte] Fesa Regiune interscapulara /circlestar 5 Organe genitale [externe] Labii (mari) (mici) Penis Perineu Scrot Testicul Vulva /circlestar 9 Alte localizari ale trunchiului Anus Include: peretele abdominal anusul spatele [orice parte] sanul fesa peretele toracic flancul vintre regiunea interscapulara labiile (mari) (mici) penisul perineul scrotul testiculul vulva Exclude: arsura: - axilei (T22.-) - regiunii scapulare (T22.-)"
T21.0,Arsura a trunchiului cu adancime nespecificata
T21.1,Eritem al trunchiului
T21.2,"Arsura a trunchiului cu adancime partiala [flictene, pierdere epidermala]"
T21.3,Arsura a trunchiului cu adancime com pleta [atingerea tuturor straturilor pielii]
T22,"Arsura a umarului si membrului superior, exceptand pumnul si mana superior, exceptand pumnul si mana Urmatoarea subdiviziune cu cinci caractere este pentru a fi folosita cu categoria T22: /circlestar 0 Membrul superior, localizare nespecificata /circlestar 1 Antebrat si cot /circlestar 2 Brat (parte superioara) si regiunea umarului Axila Regiunea scapulara Umar Include: bratul [orice parte, exceptand numai pumnul si mana ] axila regiunea scapulara Exclude: arsura: - regiunii interscapulare - numai a pumnului si mainii"
T22.0,"Arsura a umarului si membrului superior cu adancime nespecificata, exceptand pumnul si mana"
T22.1,"Eritem al umarului si membrului superior, exceptand pumnul si mana"
T22.2,"Arsura a umarului si membrului superior cu adancime partiala [flictene, pierdere epidermala], exceptand pumnul si mana"
T22.3,"Arsura a umarului si membrului superior cu adancime completa [atingerea tuturor straturilor pielii], exceptand pumnul si mana"
T23,Arsura a pumnului si mainii Include: degetul (unghie) palma degetul mare mana (unghie)
T23.0,Arsura a pumnului si mainii cu adancime nespecificata
T23.1,"Eritem al pumnului si mainii Arsura a pumnului si mainii cu adancime partiala [flictene, pierdere epidermala] Arsura a pumnului si mainii cu adancime completa [atingerea tuturor straturilor pielii] Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 437"
T24,"Arsura a soldului si membrului inferior, exceptand glezna si piciorul inferior, exceptand glezna si piciorul Include: gamba [orice parte, exceptand numai glezna si piciorul] Exclude: arsura numai a gleznei si piciorului (T25.-)"
T24.0,"Arsura a soldului si a membrului inferior cu adancime nespecificata, exceptand glezna si piciorul Eritem al soldului si a membrului inferior, exceptand glezna si piciorul Arsura a soldului si a membrului inferior cu adancime partiala [flictene, pierdere epidermala], exceptand glezna si piciorul"
T24.3,"Arsura a soldului si a membrului inferior cu adancime completa [atingerea tuturor straturilor pielii], exceptand glezna si piciorul"
T25,Arsura a gleznei si piciorului Arsuri ale ochiului si organelor interne Include: deget(e) al(e) piciorului
T25.0,Arsura a gleznei si piciorului cu adancime nespecificata Eritem al gleznei si piciorului
T25.2,"Arsura a gleznei si piciorului cu adancime partiala [flictene, pierdere epidermala] Arsura a gleznei si piciorului cu adancime completa [atingerea tuturor straturilor pielii] Arsuri ale ochiului si organelor interne (T26-T28) /UIdown 1911"
T26,Arsura a ochiului si anexelor organelor interne
T26.0,Arsura a pleoapei si a regiunii perioculare
T26.1,Arsura a corneii si a sacului conjunctival
T26.2,"Arsura provocand ruptura si distrugerea globului ocular Arsura a altor parti ale ochiului si anexelor sale Arsura a ochiului si anexelor sale, parte nespecificata"
T27,Arsura a tractului respirator
T27.0,Arsura a laringelui si traheii
T27.1,"Arsura cuprinzand laringele, traheea si plamanul Exclude: sindromul leziunii produse de suflul unei explozii (T70.8)"
T27.2,Arsura a altor parti ale tractului respirator Cavitate toracica
T27.3,"Arsura a tractului respirator, parte nespecificata"
T28,Arsura a altor organe interne Arsuri ale regiunilor multiple si nespecificate ale corpului (T29-T31)
T28.0,Arsura a gurii si faringelui
T28.1,Arsura a esofagului
T28.2,Arsura a altor parti ale tractului digestiv
T28.3,Arsura a organelor genito-urinare interne
T28.4,Arsura a altor organe interne si nespecificate Arsuri ale regiunilor multiple si nespecificate ale corpului
T29,Arsura ale multiplelor regiuni ale corpului multiple si nespecificate ale corpului corpului Include: arsurile clasificabile la mai mult decat una din categoriile T20-T28
T29.0,"Arsuri ale multiplelor regiuni ale corpului, adancime nespecificata Arsuri multiple NOS"
T29.1,"Arsuri ale multiplelor regiuni ale corpului, mentionandu-se nu mai mult decat arsurile care produc eritem"
T29.2,"Arsuri ale multiplelor regiuni ale corpului, mentionandu-se nu mai mult decat arsuri cu adancime partiala"
T29.3,"Arsuri ale multiplelor regiuni ale corpului, mentionandu-se cel putin o arsura cu adancime completa"
T30,"Arsura, regiune nespecificata a corpului corpului Exclude: arsura cu declararea intinderii suprafetei corpului implicate (T31)"
T30.0,"Arsura a unei regiuni nespecificate a corpului, adancime nespecificata Arsura NOS"
T30.1,"Eritem, regiune nespecificata a corpului Arsura de gradul intai NOS"
T30.2,"Arsura cu adancime partiala, regiune nespecificata a corpului Arsura de gradul al doilea NOS"
T30.3,"Arsura cu adancime completa, regiune nespecificata a corpului Arsura de gradul al treilea NOS Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 438"
T31,"Arsuri clasificate dupa intinderea suprafetei corpului implicata Degeraturi (T33-T35) /UIdown Arsuri clasificate dupa intinderea suprafetei corpului implicata Urmatoarea subdiviziune cu cinci caractere este pentru a fi folosita cu blocul T31 in vederea indicarii procen- tajului din suprafata corpului care are arsuri cu adancime completa; cifrele valide sunt in [paranteze] sub fiecare cod: /circlestar 0 mai putin de 10% sau nespecificat /circlestar 1 10-19% /circlestar 2 20-29% /circlestar 3 30-39% /circlestar 4 40-49% /circlestar 5 50-59% /circlestar 6 60-69% /circlestar 7 70-79% /circlestar 8 80-89% /circlestar 9 90% sau mai mult din suprafata corpului Nota: Aceasta categorie trebuie sa fie folosita ca un cod suplimentar cu categoriile T20-T25, T29 [0] Arsuri acoperind mai putin de 10% din suprafata corpului [0-1] Arsuri acoperind intre 10-19% din suprafata corpului [0-2] Arsuri acoperind 20-29% din suprafata corpului [0-3] Arsuri acoperind 30-39% din suprafata corpului [0-4] Arsuri acoperind 40-49% din suprafata corpului [0-5] Arsuri acoperind 50-59% din suprafata corpului [0-6] Arsuri acoperind 60-69% din suprafata corpului [0-7] Arsuri acoperind 70-79% din suprafata corpului [0-8] Arsuri acoperind 80-89% din suprafata corpului [0-9] Arsuri acoperind 90% sau mai mult din suprafata corpului Degeraturi (T33-T35) Exclude: hipotermia si alte efecte ale temperaturii scazute (T68-T69)"
T33,Degeratura superficiala Include: degeratura cu pierderea partiala a grosimii pielii Exclude: degeratura superficiala implicand multiple regiuni ale corpului (T35.0) Degeratura superficiala a capului
T33.1,Degeratura superficiala a gatului
T33.2,Degeratura superficiala a toracelui
T33.3,"Degeratura superficiala a peretelui abdominal, zonei inferioare a spatelui si pelvisului Degeratura superficiala a bratului Exclude: degeratura superficiala numai a pumnului si mainii (T33.5)"
T33.5,Degeratura superficiala a pumnului si mainii Degeratura superficiala a solduluii si coapsei Degeratura superficiala a genunchiului si partii inferioare a gambei Exclude: degeratura superficiala numai a gleznei si piciorului (T33.8)
T33.8,Degeratura superficiala a gleznei si piciorului Degeratura superficiala cu alte localizari si nespecificate Degeratura superficiala a: - gambei NOS - trunchiului NOS
T34,Degeratura cu necroza tesutului Exclude: degeratura cu necroza tesutului implicand multiple regiuni ale corpului (T35.1) Degeratura cu necroza tesutului capului
T34.1,Degeratura cu necroza tesutului gatului
T34.2,Degeratura cu necroza tesutului toracelui
T34.3,"Degeratura cu necroza tesutului peretelui abdominal, zonei inferioare a acestuia si a spatelui si pelvisului Degeratura cu necroza tesutului bratului Exclude: degeratura cu necroza tesutului numai a pumnului si mainii Degeratura cu necroza tesutului pumnului si mainii Degeratura cu necroza tesutului soldului si a coapsei Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 439"
T34.7,Degeratura cu necroza tesutului genunchiului si partii inferioare a gambei Exclude: degeratura cu necroza tesutului numai a gleznei si piciorului Degeratura cu necroza tesutului gleznei si piciorului Degeratura cu necroza tesutului altor localizari si nespecificate Degeratura cu necroza tesutului: - gambei NOS - trunchiului NOS
T35,"Degeratura implicand multiple regiuni ale corpului si degeratura nespecificata Intoxicatie prin droguri, medicamente si substante biologice (T36-T50) regiuni ale corpului si degeratura nespecificata Degeratura superficiala implicand multiple regiuni ale corpului Multiple degeraturi superficiale NOS"
T35.1,Degeratura cu necroza de tesut implicand multiple regiuni ale corpului Degeraturi multiple cu necroza tesutului NOS
T35.2,"Degeratura nespecificata a capului si gatului Degeratura nespecificata a toracelui, abdomenului, zonei inferioare a spatelui si pelvisului Degeratura trunchiului NOS"
T35.4,Degeratura nespecificata a membrului superior Degeratura nespecificata a membrului inferior Degeratura nespecificata implicand multiple regiuni ale corpului Degeraturi multiple NOS
T35.7,"Degeratura nespecificata cu localizare nespecificata Degeratura NOS Intoxicatie prin droguri, medicamente si substante biologice (T36-T50) /UIdown 1901 Include: supradoza cu aceste substante substanta gresit data sau luata din greseala Exclude: efectele adverse [""hipersenzitivitate"", ""reactie"", etc.] ale substantelor medicamentoase corect administrate; asemenea cazuri urmeaza sa fie clasificate dupa natura efectului advers, cum ar fi: - gastrita provocata de aspirina (K29.-) - tulburari hematologice (D50-D76) - dermatita: - de contact (L23-L25) - datorita substantelor luate pe cale interna (L27.-) - nefropatia (N14.0-N14.2) - efectul advers nespecificat al drogului dependenta de drog si tulburarile mentale si de comportament asociate datorite folosirii substantelor psihoactive (F10-F19) otravirea prin droguri si reactia la acestea afectand fatul si nou-nascutul tulburarea de folosire a substantelor care nu produc dependenta (F55) intoxicatia patologica prin drog"
T36,"Intoxicatie prin antibiotice sistemice medicamente si substante biologice Exclude: antibioticele: - antitumorale (T45.1) - aplicate local NEC (T49.0) - folosite topic pentru: - ureche, nas si gatlej - ochi (T49.5)"
T36.0,Peniciline
T36.1,Cefalosporine si alte betalactamine
T36.2,Grupa cloramfenicol
T36.3,Macrolide
T36.4,Tetracicline
T36.5,Aminoglicozide Streptomicina
T36.6,Rifamicine
T36.7,Antibiotice antifungice folosite in mod sistemic Alte antibiotice sistemice
T36.9,"Antibiotice sistemice, nespecificate Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 440"
T37,"Intoxicatie prin alte anti-infectioase si antiparazitare sistemice si antiparazitare sistemice Exclude: anti-infectioase: - aplicate local NEC (T49.0) - folosite topic pentru: - ureche, nas si gatlej - ochi (T49.5)"
T37.0,Sulfonamide
T37.1,Antimicobacteriene Exclude: rifamicine (T36.6) streptomicina (T36.5)
T37.2,Antipaludice si medicamente actionand contra altor protozoare din sange Exclude: derivatii hidroxichinoleinei
T37.3,Alte medicamente antiprotozoare
T37.4,Antihelmintice
T37.5,Medicamente antivirale Exclude: amantadine (T42.8) cytarabine (T45.1)
T37.8,"Alte anti-infectioase si antiparazitare sistemice, specificate Derivatii hidroxichinoleinei Exclude: medicamentele antipaludice"
T37.9,"Anti-infectioase si antiparazitare sistemice, nespecificate"
T38,"Intoxicatie prin hormoni si substitutele si antagonistii lor sintetici, neclasificata altundeva substitutele si antagonistii lor sintetici, neclasificata altundeva Exclude: mineralocorticoidele si antagonistii lor (T50.0) hormonii oxytocici (T48.0) hormonii paratiroizi si derivatii lor (T50.9)"
T38.0,Glucocorticoide si analogi sintetici Exclude: glucocorticoide folosite topic
T38.1,Hormoni tiroidieni si substitutele
T38.2,Medicamente antitiroidiene
T38.3,Insulina si hipoglicemiante orale [antidiabetice] Contraceptive orale Preparate cu unul sau multiple ingrediente
T38.5,Alti estrogeni si progestogeni Mixturi si substitute
T38.6,"Antigonadotropine, antiestrogene, antiandrogene, neclasificate altundeva Tamoxifen"
T38.7,Androgene si congenere anabolice
T38.8,"Alti hormoni si nespecificati si substitutele lor sintetice, alte si fara precizare Hormoni [adenohipofizari] hipofiza anterioara"
T38.9,Alti hormoni antagonisti si nespecificati
T39,"Intoxicatie prin analgezice neopioide, antipiretice si antireumatismale neopioide, antipiretice si antireumatismale Salicilati"
T39.1,Intoxicatia prin derivate de 4-aminofenol
T39.2,Derivati de pirazolon
T39.3,"Alte medicamente antiinflamatorii nesteroide[NSAID] Antireumatismale, neclasificate altundeva Exclude: glucocorticoidele (T38.0) salicilatii (T39.0)"
T39.8,"Alte analgezice neopioide si antipiretice, neclasificate altundeva Analgezice neopioide, antipiretice si antireumatismale, nespecificate"
